BOF;REPOSITORY;1.0
TABLE;calculations
COMMENT;ID;NAME;CIE_SYNTAX;DEPRECATED
T;531;If CURRENCY_ISO="GBX", change to "GBP"£pv£ If CURRENCY_ISO="BWT", change to "BWP";;1
T;532;If data contains "%"£pv£ Remove then divide by 100£pv£ Divide by 100;passthrough:substituteRegex(<SELF>,'%',''):col|passthrough:<SELF> / 100:int;0
T;533;If data is present for SPLIT_FACTOR, load DATE;passthrough:if(isBlank(SPLIT_FACTOR),'',UPDATE_DATE):int;0
T;534;If DATE_CALL_FIRST=0,set to blank.;passthrough:if(DATE_CALL_FIRST == 0,'',<SELF>):int;0
T;535;If DIVS_ISO="GBX", change to "GBP";passthrough:if(DIVS_ISO == 'GBX', 'GBP', DIVS_ISO):int;0
T;536;If DIVS_ISO="GBX", display "GBP" instead;passthrough:if(DIVS_ISO == 'GBX','GBP',DIVS_ISO):int;0
T;537;If DIVS_ISO="GBX", display "GBP" instead£pv£ for file fdevcpftddmm.csv load from header name: "ISO code";;1
T;538;If DIVS_ISO="GBX", divide by 100;passthrough:if(DIVS_ISO == 'GBX',DIVS_ISO / 100,DIVS_ISO):int;0
T;539;If IDENTIFIER="JPM20059", (MCAP/AMOUNT)*100;;1
T;540;If INDEX_ID=LPX50TR or LPXDITU, set to "USD"£pv£ if INDEX_ID=NMXI30TR or LPXMMITR, set to "EUR";passthrough:if(INDEX_ID == 'LPX50TR' or INDEX_ID == 'LPXDITU', 'USD', if(INDEX_ID == 'NMXI30TR' or INDEX_ID == 'NMXI30TR', 'EUR', <SELF>)):int;0
T;541;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;542;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;543;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;544;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND VENDOR_RATING="*";;1
T;545;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;546;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND VENDOR_RATING="*";;1
T;547;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;548;If INDUSTRY_SECTOR="*" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND VENDOR_RATING="*";;1
T;549;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;550;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="A";;1
T;551;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="AA";;1
T;552;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="BBB";;1
T;553;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;554;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="A/AA/AAA";;1
T;555;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;556;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="A";;1
T;557;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="AA";;1
T;558;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="BBB";;1
T;559;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;560;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="A";;1
T;561;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="AA";;1
T;562;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="BBB";;1
T;563;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;564;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="A";;1
T;565;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="AA";;1
T;566;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="BBB";;1
T;567;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Communication" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;568;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Communication" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;569;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Communication" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;570;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Communication" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;571;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Communication" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;572;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Energy" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;573;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Energy" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;574;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Energy" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;575;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Energy" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;576;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Energy" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;577;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Financial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;578;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Financial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;579;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Financial" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;580;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Financial" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;581;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Financial" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;582;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Industrial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;583;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Industrial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;584;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Industrial" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;585;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Industrial" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;586;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Industrial" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;587;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Infrastructure" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;588;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Infrastructure" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;589;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Infrastructure" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;590;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Infrastructure" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;591;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Real Estate" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;592;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Real Estate" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;593;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Securitization" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;594;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Securitization" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;595;If INDUSTRY_SECTOR="Corporate" AND INDUSTRY_GROUP="Securitization" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;596;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;597;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;598;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;599;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND VENDOR_RATING="*";;1
T;600;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;601;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND VENDOR_RATING="*";;1
T;602;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;603;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="*" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND VENDOR_RATING="*";;1
T;604;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;605;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;606;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;607;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND VENDOR_RATING="*";;1
T;608;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;609;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND VENDOR_RATING="*";;1
T;610;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;611;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND VENDOR_RATING="*";;1
T;612;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Agency" AND TERM="*" AND RATING_VENDOR="*";;1
T;613;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Agency" AND TERM="Long" AND RATING_VENDOR="*";;1
T;614;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Agency" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;615;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Agency" AND TERM="Short" AND RATING_VENDOR="*";;1
T;616;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Non-Agency" AND TERM="*" AND RATING_VENDOR="*";;1
T;617;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Non-Agency" AND TERM="Long" AND RATING_VENDOR="*";;1
T;618;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Non-Agency" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;619;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Federal" AND INDUSTRY_SUBGROUP="Non-Agency" AND TERM="Short" AND RATING_VENDOR="*";;1
T;620;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Municipal" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;621;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Municipal" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;622;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Municipal" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;623;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Municipal" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;624;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND RATING_VENDOR="*";;1
T;625;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="*" AND VENDOR_RATING="*";;1
T;626;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND RATING_VENDOR="*";;1
T;627;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="Long" AND VENDOR_RATING="*";;1
T;628;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;629;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="Mid" AND VENDOR_RATING="*";;1
T;630;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="Short" AND RATING_VENDOR="*";;1
T;631;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="*" AND TERM="short" AND VENDOR_RATING="*";;1
T;632;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="Quebec" AND TERM="*" AND RATING_VENDOR="*";;1
T;633;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="Quebec" AND TERM="Long" AND RATING_VENDOR="*";;1
T;634;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="Quebec" AND TERM="Mid" AND RATING_VENDOR="*";;1
T;635;If INDUSTRY_SECTOR="Government" AND INDUSTRY_GROUP="Provincial" AND INDUSTRY_SUBGROUP="Quebec" AND TERM="Short" AND RATING_VENDOR="*";;1
T;636;If ISIN does not exist from file, use ^=P_SYMBOL("ISIN");;0
T;637;If ISSUER="UK Gilt Index-linked Stk", (WEIGHT*91.5)/100£pv£ If ISSUER="Uk Gilt Treasury Stk", (WEIGHT*8.5)/100;passthrough:if(ISSUER == 'UK Gilt Index-linked Stk', (WEIGHT * 91.5) / 100, if(ISSUER == 'Uk Gilt Treasury Stk', (WEIGHT * 8.5) / 100, <SELF>)):int;0
T;638;If LEAD/NEXT=L ,1 else NA;passthrough:if(<SELF> == 'L',1,''):col;0
T;639;If LEAD/NEXT=N ,1 else NA;passthrough:if(<SELF> == 'L',1,''):col;0
T;640;If length < 7, Pad with 0s (7);;1
T;641;If length < 7, Pad with 0s (7) then trim the last digit;;1
T;642;If length < 9, Pad with 0s (9);;1
T;643;If length < 9, Pad with 0s (9) then trim the last digit;;1
T;644;If Level 0="CNY", set value to "CNH";;1
T;645;If Mode de cotation="Dirty", load value£pv£ If Mode de cotation="Clean", (Nb titres ECI-Europe*Nominal)/100;;1
T;646;If Mode de cotation="Dirty", load value£pv£ If Mode de cotation="Clean", Closing+ACCRUED;;1
T;647;If NA, load blank;passthrough:if(<SELF> == 'NA','',<SELF>):col;0
T;648;If NaN, load blank;passthrough:if(<SELF> == 'NaN','',<SELF>):col;0
T;649;If none, leave blank;passthrough:if(<SELF> == 'none','',<SELF>):col;0
T;650;If PA_PRICE is present, PA_CURRENCY_ISO=USD else, null;;1
T;651;If PA_PRICE is present,"USD",null;passthrough:if(isBlank(PA_PRICE),<SELF>,'USD'):int;0
T;652;If PA_PRICE is present,USD,null;;1
T;653;If PRICING_ID clashes due to different VENDOR_ID, but same PRICING_ID, load the vendor_id with the larger value (i.e. the newer record) as SPLU6C+vendor_id into the PERM_ID field. We keep this consist;;0
T;654;If SECURITY_CODE appears more than once and DIVS_NOTES <> "Extra", load SUM OF instances;;0
T;655;If SPLI_FACTOR is present, write date in YYYYMMDD;;1
T;656;If SPLIT_DATE is present, write date in YYYYMMDD;;1
T;657;If there's a value for SPLIT_FACTOR, load DATE. Otherwise, leave blank;passthrough:if(isBlank(SPLIT_FACTOR),'',DATE):int;0
T;658;If there's a value for SPLIT_FACTOR, load N_DATE. Otherwise, leave blank;passthrough:if(isBlank(SPLIT_FACTOR),'',N_DATE):int;0
T;659;If VENDOR_ID="BB_CODE" (file), load ISIN;passthrough:if(VENDOR_ID == 'BB_CODE',ISIN,''):int;0
T;660;If VENDOR_ID="RXYH000000000" or "RXYRH00000000" or "RXYBH00000000", load "CNH"£pv£ otherwise, load "CNY";passthrough:if(VENDOR_ID == 'RXYH000000000' or VENDOR_ID == 'RXYRH00000000' or VENDOR_ID == 'RXYBH00000000', 'CNH', 'CNY'):int;0
T;661;If we have a value for SPLIT_FACTOR, write the date. Otherwise, leave it NA£pv£ source from N_DATE;passthrough:if(isBlank(SPLIT_FACTOR),'',N_DATE):int;0
T;662;If( PA_ACCRUED(0) < PA_ACCRUED(-1D) , "Cash Payment"/PA_AMOUNT, 0);;1
T;663;if(ACCRUED(-1) > ACCRUED(0), coupon payment(0)=ACCRUED(-1)-ACCRUED(0), else 0);logic:if(ACCRUED(-1D) gt ACCRUED,ACCRUED(-1D) - ACCRUED,0):int;0
T;664;IF(CORP_ACTION_CODE(t)=="CX",IF(PA_SPECIAL_DIVIDEND(t)>0,1,SPLIT_FACTOR(t)),IF(CORP_ACTION_CODE(t)=="CP",if(PA_SPECIAL_DIVIDEND(t)>0,1,SPLIT_FACTOR(t)),SPLIT_FACTOR(t));;0
T;665;IF(CORP_ACTION_CODE(t)=="CX",IF(PA_SPECIAL_DIVS(t)>0,(SHARES_UNADJ(T-1)/SHARES_UNADJ(T)),SPLIT_FACTOR(t)),IF(CORP_ACTION_CODE(t)=="CP",if(PA_SPECIAL_DIVS(t)>0,1,SPLIT_FACTOR(t)),SPLIT_FACTOR(t));logic:if(CORP_ACTION_CODE == 'CX', if(SPECIAL_DIVS > 0, SHARES_UNADJ(-1D) / SHARES_UNADJ, 1), if(CORP_ACTION_CODE == 'CP', if(SPECIAL_DIVS > 0, SPLIT_FACTOR, 1), 1)):int;0
T;666;IF(CORP_ACTION_CODE(t)=="CX",IF(PA_SPECIAL_DIVS(t)>0,(SPLIT_FACTOR/(SHARES_UNADJ(t-1)/SHARES_UNADJ(t))),1),IF(CORP_ACTION_CODE(t)=="CP",if(PA_SPECIAL_DIVS(t)>0,SPLIT_FACTOR(t),1),1) £pv£ If new security,;;0
T;667;IF(CORP_ACTION_CODE(t)=="CX",IF(PA_SPECIAL_DIVS(t)>0,1,SPLIT_FACTOR(t)),IF(CORP_ACTION_CODE(t)=="CP",if(PA_SPECIAL_DIVS(t)>0,1,SPLIT_FACTOR(t)),SPLIT_FACTOR(t));;0
T;668;IF(CORP_ACTION_CODE(t)=="CX",IF(PA_SPECIAL_DIVS(t)>0,SHARES_UNADJ(t-1)/SHARES_UNADJ(t),1),IF(CORP_ACTION_CODE(t)=="CP",if(PA_SPECIAL_DIVS(t)>0,SPLIT_FACTOR(t),1),1);;0
T;669;IF(CORP_ACTION_CODE(t)=="CX",IF(SPECIAL_DIVS(t)>0,(SPLIT_FACTOR/(SHARES_UNADJ(t-1)/SHARES_UNADJ(t))),1),IF(CORP_ACTION_CODE(t)=="CP",if(SPECIAL_DIVS(t)>0,SPLIT_FACTOR(t),1),1) £pv£ If new security, use t;logic:(-1D):int;0
T;670;IF(CORP_ACTION_CODE(t)=="CX",IF(SPECIAL_DIVS(t)>0,SPLIT_FACTOR/(SHARES_UNADJ(t-1)/SHARES_UNADJ(t)),1),IF(CORP_ACTION_CODE(t)=="CP",if(SPECIAL_DIVS(t)>0,SPLIT_FACTOR(t),1),1);logic:if(CORP_ACTION_CODE == 'CX', if(SPECIAL_DIVS > 0, SPLIT_FACTOR / SHARES_UNADJ(-1D) / SHARES_UNADJ, 1), if(CORP_ACTION_CODE == 'CP', if(SPECIAL_DIVS > 0, SPLIT_FACTOR, 1), 1)):int;0
T;671;If(ILRatio=0,1,ILRatio);;1
T;672;In millions;;1
T;673;In millions. Shares freefloat common to all indices;;1
T;674;Index Close;passthrough:PRICE:int;0
T;675;Index Divisor;passthrough:DIVISOR:int;0
T;676;INDEX WEIGHT*100;passthrough:INDEX_WEIGHT * 100:int;0
T;677;INDEX_CURRENCY;;1
T;678;INDEX_ID;;1
T;679;INDEX_NAME;;1
T;680;ISIN;passthrough:ISIN:int;0
T;681;ISSUER + COUPON(%) + MATURITY (in DD-MMM-YYYY);passthrough:buildFixedIncomeName(<ID_FIELD>,ISSUER,COUPON,MATURITY):int;0
T;682;ISSUER + COUPON_AMOUNT(%) + MATURITY (in DD-MMM-YYYY);passthrough:buildFixedIncomeName(<ID_FIELD>,ISSUER,COUPON_AMOUNT,MATURITY):int;0
T;683;ISSUER NAME (proper case)+COUPON+MATURITY DATE (DD-Mmm-YYYY);;1
T;684;ISSUER+FACILITY_TYPE+MATURITY(dd-Mmm-YYYY);passthrough:buildFixedIncomeName(<ID_FIELD>,ISSUER,FACILITY_TYPE,MATURITY):int;0
T;685;It comes in percentage format. Import as it is;;1
T;686;IWF*AWF;passthrough:IWF * AWF:int;0
T;687;JPM;passthrough:'JPM':int;0
T;688;LEAD_ROLL_WEIGHT+NEXT_ROLL_WEIGHT;passthrough:LEAD_ROLL_WEIGHT + NEXT_ROLL_WEIGHT:int;0
T;689;LEAD_WAV_PREV+NEXT_WAV_PREV;passthrough:LEAD_WAV_PREV + NEXT_WAV_PREV:int;0
T;690;LEAD_WAV+NEXT_WAV;passthrough:LEAD_WAV + NEXT_WAV:int;0
T;691;Load "CURRENCY CODE" for 20141231-20150410;;1
T;692;Load "RUEDIF0000000" from cell "B5"£pv£ Load "RUEDIG0000000" from cell "F5";;1
T;693;Load "RUEDIF0000000" from cell "C5"£pv£ Load "RUEDIG0000000" from cell "G5";;1
T;694;Load "RUEDIF0000000" from cell "D5"£pv£ Load "RUEDIG0000000" from cell "H5";;1
T;695;Load "RUEDIF0000000" from cell "E5"£pv£ Load "RUEDIG0000000" from cell "I5";;1
T;696;Load "RUEDIF0000000" from column "B"-"E"£pv£ Load "RUEDIG0000000" from column "F"-"I";;1
T;697;Load "RUEDIF0000000" from column "B"£pv£ Load "RUEDIG0000000" from column "F";;1
T;698;Load "RUEDIF0000000" from column "C"£pv£ Load "RUEDIG0000000" from column "G";;1
T;699;Load "RUEDIF0000000" from column "D"£pv£ Load "RUEDIG0000000" from column "H";;1
T;700;Load "RUEDIF0000000" from column "E"£pv£ Load "RUEDIG0000000" from column "I";;1
T;701;Load "SSUST00000000" from cell "C5"£pv£ Remove leading 0s;;1
T;702;Load “1” if SHARES_NOTES is 'cap', 'cash', or 'spec', else “0”;passthrough:if(SHARES_NOTES == 'cap' or SHARES_NOTES == 'cash' or SHARES_NOTES == 'spec',1,0):int;0
T;703;load all cons from fdxucpcddmm.csv;;1
T;704;load all cons from fecpcddmm.csv;;1
T;705;load all cons from r1cpfcddmm.csv;;1
T;706;load all cons from r1dcddmm.csv;;1
T;707;load all cons from r2fccddmm.csv;;1
T;708;Load all constituents;;1
T;709;Load all historical data every day£pv£ Changed from dd-Mmm-yy;passthrough:convertToInt(convertDateYYYYMMDD(<SELF>,'DD-MMM-YY')):col;0
T;710;Load based on "ISO Currency Code"£pv£ 1/USD Exchange Rate;passthrough:1 / XRATE_LOC_TO_USD:int;0
T;711;LOAD DATA if INDEX=FDSITPR;passthrough:if(INDEX_ID == 'FDSITPR0',<SELF>,''):col;0
T;712;Load data in column R and multiply by 100;;1
